year,state,state_po,county_name,candidate,party,candidatevotes,totalvotes,percentile
2016,NORTH CAROLINA,NC,WAKE,DONALD TRUMP,REPUBLICAN,196082,527624,0.371632071
2016,NORTH CAROLINA,NC,WAKE,HILLARY CLINTON,DEMOCRAT,302736,527624,0.573772232
2020,NORTH CAROLINA,NC,WAKE,DONALD J TRUMP,REPUBLICAN,738,631830,0.001168036
2020,NORTH CAROLINA,NC,WAKE,DONALD J TRUMP,REPUBLICAN,37047,631830,0.058634443
2020,NORTH CAROLINA,NC,WAKE,DONALD J TRUMP,REPUBLICAN,45498,631830,0.072009876
2020,NORTH CAROLINA,NC,WAKE,DONALD J TRUMP,REPUBLICAN,142914,631830,0.226190589
2020,NORTH CAROLINA,NC,WAKE,JOSEPH R BIDEN JR,DEMOCRAT,1086,631830,0.001718817
2020,NORTH CAROLINA,NC,WAKE,JOSEPH R BIDEN JR,DEMOCRAT,35416,631830,0.056053052
2020,NORTH CAROLINA,NC,WAKE,JOSEPH R BIDEN JR,DEMOCRAT,132794,631830,0.210173623
2020,NORTH CAROLINA,NC,WAKE,JOSEPH R BIDEN JR,DEMOCRAT,224040,631830,0.354589051
2016,NORTH CAROLINA,NC,WARREN,DONALD TRUMP,REPUBLICAN,3214,9842,0.326559642
2016,NORTH CAROLINA,NC,WARREN,HILLARY CLINTON,DEMOCRAT,6413,9842,0.651595204
2020,NORTH CAROLINA,NC,WARREN,DONALD J TRUMP,REPUBLICAN,4,10293,0.000388614
2020,NORTH CAROLINA,NC,WARREN,DONALD J TRUMP,REPUBLICAN,325,10293,0.031574857
2020,NORTH CAROLINA,NC,WARREN,DONALD J TRUMP,REPUBLICAN,1039,10293,0.100942388
2020,NORTH CAROLINA,NC,WARREN,DONALD J TRUMP,REPUBLICAN,2384,10293,0.231613718
2020,NORTH CAROLINA,NC,WARREN,JOSEPH R BIDEN JR,DEMOCRAT,22,10293,0.002137375
2020,NORTH CAROLINA,NC,WARREN,JOSEPH R BIDEN JR,DEMOCRAT,851,10293,0.082677548
2020,NORTH CAROLINA,NC,WARREN,JOSEPH R BIDEN JR,DEMOCRAT,975,10293,0.09472457
2020,NORTH CAROLINA,NC,WARREN,JOSEPH R BIDEN JR,DEMOCRAT,4552,10293,0.442242301
2016,NORTH CAROLINA,NC,WASHINGTON,DONALD TRUMP,REPUBLICAN,2564,6165,0.415896188
2016,NORTH CAROLINA,NC,WASHINGTON,HILLARY CLINTON,DEMOCRAT,3510,6165,0.569343066
2020,NORTH CAROLINA,NC,WASHINGTON,DONALD J TRUMP,REPUBLICAN,2,6205,0.000322321
2020,NORTH CAROLINA,NC,WASHINGTON,DONALD J TRUMP,REPUBLICAN,212,6205,0.034165995
2020,NORTH CAROLINA,NC,WASHINGTON,DONALD J TRUMP,REPUBLICAN,680,6205,0.109589041
2020,NORTH CAROLINA,NC,WASHINGTON,DONALD J TRUMP,REPUBLICAN,1887,6205,0.304109589
2020,NORTH CAROLINA,NC,WASHINGTON,JOSEPH R BIDEN JR,DEMOCRAT,5,6205,0.000805802
2020,NORTH CAROLINA,NC,WASHINGTON,JOSEPH R BIDEN JR,DEMOCRAT,457,6205,0.073650282
2020,NORTH CAROLINA,NC,WASHINGTON,JOSEPH R BIDEN JR,DEMOCRAT,550,6205,0.088638195
2020,NORTH CAROLINA,NC,WASHINGTON,JOSEPH R BIDEN JR,DEMOCRAT,2384,6205,0.384206285
2016,NORTH CAROLINA,NC,WATAUGA,DONALD TRUMP,REPUBLICAN,13697,29985,0.456795064
2016,NORTH CAROLINA,NC,WATAUGA,HILLARY CLINTON,DEMOCRAT,14138,29985,0.471502418
2020,NORTH CAROLINA,NC,WATAUGA,DONALD J TRUMP,REPUBLICAN,57,32220,0.001769088
2020,NORTH CAROLINA,NC,WATAUGA,DONALD J TRUMP,REPUBLICAN,1332,32220,0.041340782
2020,NORTH CAROLINA,NC,WATAUGA,DONALD J TRUMP,REPUBLICAN,2795,32220,0.086747362
2020,NORTH CAROLINA,NC,WATAUGA,DONALD J TRUMP,REPUBLICAN,10267,32220,0.318653011
2020,NORTH CAROLINA,NC,WATAUGA,JOSEPH R BIDEN JR,DEMOCRAT,45,32220,0.001396648
2020,NORTH CAROLINA,NC,WATAUGA,JOSEPH R BIDEN JR,DEMOCRAT,1349,32220,0.041868405
2020,NORTH CAROLINA,NC,WATAUGA,JOSEPH R BIDEN JR,DEMOCRAT,3936,32220,0.122160149
2020,NORTH CAROLINA,NC,WATAUGA,JOSEPH R BIDEN JR,DEMOCRAT,11792,32220,0.365983861
2016,NORTH CAROLINA,NC,WAYNE,DONALD TRUMP,REPUBLICAN,27540,50689,0.543313145
2016,NORTH CAROLINA,NC,WAYNE,HILLARY CLINTON,DEMOCRAT,21770,50689,0.429481742
2020,NORTH CAROLINA,NC,WAYNE,DONALD J TRUMP,REPUBLICAN,103,55537,0.001854619
2020,NORTH CAROLINA,NC,WAYNE,DONALD J TRUMP,REPUBLICAN,2403,55537,0.043268452
2020,NORTH CAROLINA,NC,WAYNE,DONALD J TRUMP,REPUBLICAN,5386,55537,0.096980391
2020,NORTH CAROLINA,NC,WAYNE,DONALD J TRUMP,REPUBLICAN,22817,55537,0.410843222
2020,NORTH CAROLINA,NC,WAYNE,JOSEPH R BIDEN JR,DEMOCRAT,72,55537,0.001296433
2020,NORTH CAROLINA,NC,WAYNE,JOSEPH R BIDEN JR,DEMOCRAT,3030,55537,0.054558222
2020,NORTH CAROLINA,NC,WAYNE,JOSEPH R BIDEN JR,DEMOCRAT,4379,55537,0.078848335
2020,NORTH CAROLINA,NC,WAYNE,JOSEPH R BIDEN JR,DEMOCRAT,16734,55537,0.301312638
2016,NORTH CAROLINA,NC,WILKES,DONALD TRUMP,REPUBLICAN,23752,31296,0.75894683
2016,NORTH CAROLINA,NC,WILKES,HILLARY CLINTON,DEMOCRAT,6638,31296,0.212103783
2020,NORTH CAROLINA,NC,WILKES,DONALD J TRUMP,REPUBLICAN,102,35466,0.002875994
2020,NORTH CAROLINA,NC,WILKES,DONALD J TRUMP,REPUBLICAN,2301,35466,0.064879039
2020,NORTH CAROLINA,NC,WILKES,DONALD J TRUMP,REPUBLICAN,9366,35466,0.264083911
2020,NORTH CAROLINA,NC,WILKES,DONALD J TRUMP,REPUBLICAN,15823,35466,0.446145604
2020,NORTH CAROLINA,NC,WILKES,JOSEPH R BIDEN JR,DEMOCRAT,11,35466,0.000310156
2020,NORTH CAROLINA,NC,WILKES,JOSEPH R BIDEN JR,DEMOCRAT,1411,35466,0.039784582
2020,NORTH CAROLINA,NC,WILKES,JOSEPH R BIDEN JR,DEMOCRAT,2018,35466,0.056899566
2020,NORTH CAROLINA,NC,WILKES,JOSEPH R BIDEN JR,DEMOCRAT,4071,35466,0.114785992
2016,NORTH CAROLINA,NC,WILSON,DONALD TRUMP,REPUBLICAN,17531,38135,0.459708929
2016,NORTH CAROLINA,NC,WILSON,HILLARY CLINTON,DEMOCRAT,19663,38135,0.515615576
2020,NORTH CAROLINA,NC,WILSON,DONALD J TRUMP,REPUBLICAN,49,40735,0.001202897
2020,NORTH CAROLINA,NC,WILSON,DONALD J TRUMP,REPUBLICAN,1593,40735,0.03910642
2020,NORTH CAROLINA,NC,WILSON,DONALD J TRUMP,REPUBLICAN,4623,40735,0.113489628
2020,NORTH CAROLINA,NC,WILSON,DONALD J TRUMP,REPUBLICAN,13316,40735,0.326893335
2020,NORTH CAROLINA,NC,WILSON,JOSEPH R BIDEN JR,DEMOCRAT,35,40735,0.000859212
2020,NORTH CAROLINA,NC,WILSON,JOSEPH R BIDEN JR,DEMOCRAT,3032,40735,0.074432306
2020,NORTH CAROLINA,NC,WILSON,JOSEPH R BIDEN JR,DEMOCRAT,3432,40735,0.084251872
2020,NORTH CAROLINA,NC,WILSON,JOSEPH R BIDEN JR,DEMOCRAT,14255,40735,0.349944765
2016,NORTH CAROLINA,NC,YADKIN,DONALD TRUMP,REPUBLICAN,13880,17624,0.787562415
2016,NORTH CAROLINA,NC,YADKIN,HILLARY CLINTON,DEMOCRAT,3160,17624,0.179300953
2020,NORTH CAROLINA,NC,YADKIN,DONALD J TRUMP,REPUBLICAN,37,19923,0.00185715
2020,NORTH CAROLINA,NC,YADKIN,DONALD J TRUMP,REPUBLICAN,1154,19923,0.057923004
2020,NORTH CAROLINA,NC,YADKIN,DONALD J TRUMP,REPUBLICAN,5410,19923,0.27154545
2020,NORTH CAROLINA,NC,YADKIN,DONALD J TRUMP,REPUBLICAN,9332,19923,0.468403353
2020,NORTH CAROLINA,NC,YADKIN,JOSEPH R BIDEN JR,DEMOCRAT,822,19923,0.041258847
2020,NORTH CAROLINA,NC,YADKIN,JOSEPH R BIDEN JR,DEMOCRAT,994,19923,0.049892085
2020,NORTH CAROLINA,NC,YADKIN,JOSEPH R BIDEN JR,DEMOCRAT,1947,19923,0.097726246
2016,NORTH CAROLINA,NC,YANCEY,DONALD TRUMP,REPUBLICAN,6385,9960,0.641064257
2016,NORTH CAROLINA,NC,YANCEY,HILLARY CLINTON,DEMOCRAT,3196,9960,0.320883534
2020,NORTH CAROLINA,NC,YANCEY,DONALD J TRUMP,REPUBLICAN,24,11352,0.002114165
2020,NORTH CAROLINA,NC,YANCEY,DONALD J TRUMP,REPUBLICAN,565,11352,0.049770965
2020,NORTH CAROLINA,NC,YANCEY,DONALD J TRUMP,REPUBLICAN,1725,11352,0.151955603
2020,NORTH CAROLINA,NC,YANCEY,DONALD J TRUMP,REPUBLICAN,5202,11352,0.458245243
2020,NORTH CAROLINA,NC,YANCEY,JOSEPH R BIDEN JR,DEMOCRAT,5,11352,0.000440451
2020,NORTH CAROLINA,NC,YANCEY,JOSEPH R BIDEN JR,DEMOCRAT,410,11352,0.036116984
2020,NORTH CAROLINA,NC,YANCEY,JOSEPH R BIDEN JR,DEMOCRAT,977,11352,0.08606413
2020,NORTH CAROLINA,NC,YANCEY,JOSEPH R BIDEN JR,DEMOCRAT,2296,11352,0.202255109
2016,NORTH DAKOTA,ND,ADAMS,DONALD TRUMP,REPUBLICAN,909,1218,0.746305419
2016,NORTH DAKOTA,ND,ADAMS,HILLARY CLINTON,DEMOCRAT,216,1218,0.177339901
2020,NORTH DAKOTA,ND,ADAMS,DONALD J TRUMP,REPUBLICAN,981,1269,0.773049645
2020,NORTH DAKOTA,ND,ADAMS,JOSEPH R BIDEN JR,DEMOCRAT,258,1269,0.203309693
2016,NORTH DAKOTA,ND,BARNES,DONALD TRUMP,REPUBLICAN,3160,5344,0.591317365
2016,NORTH DAKOTA,ND,BARNES,HILLARY CLINTON,DEMOCRAT,1597,5344,0.29883982
2020,NORTH DAKOTA,ND,BARNES,DONALD J TRUMP,REPUBLICAN,3568,5565,0.641150045
2020,NORTH DAKOTA,ND,BARNES,JOSEPH R BIDEN JR,DEMOCRAT,1820,5565,0.327044025
2016,NORTH DAKOTA,ND,BENSON,DONALD TRUMP,REPUBLICAN,929,2011,0.461959224
2016,NORTH DAKOTA,ND,BENSON,HILLARY CLINTON,DEMOCRAT,842,2011,0.418697166
2020,NORTH DAKOTA,ND,BENSON,DONALD J TRUMP,REPUBLICAN,1094,1961,0.557878633
2020,NORTH DAKOTA,ND,BENSON,JOSEPH R BIDEN JR,DEMOCRAT,822,1961,0.419173891
2016,NORTH DAKOTA,ND,BILLINGS,DONALD TRUMP,REPUBLICAN,495,605,0.818181818
2016,NORTH DAKOTA,ND,BILLINGS,HILLARY CLINTON,DEMOCRAT,59,605,0.097520661
2020,NORTH DAKOTA,ND,BILLINGS,DONALD J TRUMP,REPUBLICAN,541,635,0.851968504
2020,NORTH DAKOTA,ND,BILLINGS,JOSEPH R BIDEN JR,DEMOCRAT,72,635,0.113385827
2016,NORTH DAKOTA,ND,BOTTINEAU,DONALD TRUMP,REPUBLICAN,2494,3494,0.713795077
2016,NORTH DAKOTA,ND,BOTTINEAU,HILLARY CLINTON,DEMOCRAT,736,3494,0.210646823
2020,NORTH DAKOTA,ND,BOTTINEAU,DONALD J TRUMP,REPUBLICAN,2575,3471,0.741861135
2020,NORTH DAKOTA,ND,BOTTINEAU,JOSEPH R BIDEN JR,DEMOCRAT,821,3471,0.236531259
2016,NORTH DAKOTA,ND,BOWMAN,DONALD TRUMP,REPUBLICAN,1446,1787,0.809177392
2016,NORTH DAKOTA,ND,BOWMAN,HILLARY CLINTON,DEMOCRAT,227,1787,0.127028539
2020,NORTH DAKOTA,ND,BOWMAN,DONALD J TRUMP,REPUBLICAN,1395,1657,0.841882921
2020,NORTH DAKOTA,ND,BOWMAN,JOSEPH R BIDEN JR,DEMOCRAT,228,1657,0.137598069
2016,NORTH DAKOTA,ND,BURKE,DONALD TRUMP,REPUBLICAN,895,1052,0.850760456
2016,NORTH DAKOTA,ND,BURKE,HILLARY CLINTON,DEMOCRAT,119,1052,0.113117871
2020,NORTH DAKOTA,ND,BURKE,DONALD J TRUMP,REPUBLICAN,994,1155,0.860606061
2020,NORTH DAKOTA,ND,BURKE,JOSEPH R BIDEN JR,DEMOCRAT,137,1155,0.118614719
2016,NORTH DAKOTA,ND,BURLEIGH,DONALD TRUMP,REPUBLICAN,32532,47979,0.678046645
2016,NORTH DAKOTA,ND,BURLEIGH,HILLARY CLINTON,DEMOCRAT,10881,47979,0.226786719
2020,NORTH DAKOTA,ND,BURLEIGH,DONALD J TRUMP,REPUBLICAN,34744,50753,0.68457037
2020,NORTH DAKOTA,ND,BURLEIGH,JOSEPH R BIDEN JR,DEMOCRAT,14348,50753,0.2827025
2016,NORTH DAKOTA,ND,CASS,DONALD TRUMP,REPUBLICAN,39816,80821,0.492644239
2016,NORTH DAKOTA,ND,CASS,HILLARY CLINTON,DEMOCRAT,31361,80821,0.388030339
2020,NORTH DAKOTA,ND,CASS,DONALD J TRUMP,REPUBLICAN,42619,86053,0.495264546
2020,NORTH DAKOTA,ND,CASS,JOSEPH R BIDEN JR,DEMOCRAT,40311,86053,0.468443866
2016,NORTH DAKOTA,ND,CAVALIER,DONALD TRUMP,REPUBLICAN,1357,2006,0.676470588
2016,NORTH DAKOTA,ND,CAVALIER,HILLARY CLINTON,DEMOCRAT,476,2006,0.237288136
2020,NORTH DAKOTA,ND,CAVALIER,DONALD J TRUMP,REPUBLICAN,1499,2020,0.742079208
2020,NORTH DAKOTA,ND,CAVALIER,JOSEPH R BIDEN JR,DEMOCRAT,474,2020,0.234653465
2016,NORTH DAKOTA,ND,DICKEY,DONALD TRUMP,REPUBLICAN,1667,2407,0.692563357
2016,NORTH DAKOTA,ND,DICKEY,HILLARY CLINTON,DEMOCRAT,554,2407,0.230162027
2020,NORTH DAKOTA,ND,DICKEY,DONALD J TRUMP,REPUBLICAN,1742,2424,0.718646865
2020,NORTH DAKOTA,ND,DICKEY,JOSEPH R BIDEN JR,DEMOCRAT,608,2424,0.250825083
2016,NORTH DAKOTA,ND,DIVIDE,DONALD TRUMP,REPUBLICAN,867,1219,0.71123872
2016,NORTH DAKOTA,ND,DIVIDE,HILLARY CLINTON,DEMOCRAT,245,1219,0.200984413
2020,NORTH DAKOTA,ND,DIVIDE,DONALD J TRUMP,REPUBLICAN,904,1202,0.752079867
2020,NORTH DAKOTA,ND,DIVIDE,JOSEPH R BIDEN JR,DEMOCRAT,265,1202,0.22046589
2016,NORTH DAKOTA,ND,DUNN,DONALD TRUMP,REPUBLICAN,1771,2243,0.789567543
2016,NORTH DAKOTA,ND,DUNN,HILLARY CLINTON,DEMOCRAT,358,2243,0.159607668
2020,NORTH DAKOTA,ND,DUNN,DONALD J TRUMP,REPUBLICAN,1951,2338,0.834473909
2020,NORTH DAKOTA,ND,DUNN,JOSEPH R BIDEN JR,DEMOCRAT,342,2338,0.146278871
2016,NORTH DAKOTA,ND,EDDY,DONALD TRUMP,REPUBLICAN,791,1231,0.642567019
2016,NORTH DAKOTA,ND,EDDY,HILLARY CLINTON,DEMOCRAT,355,1231,0.288383428
2020,NORTH DAKOTA,ND,EDDY,DONALD J TRUMP,REPUBLICAN,854,1261,0.677240285
2020,NORTH DAKOTA,ND,EDDY,JOSEPH R BIDEN JR,DEMOCRAT,383,1261,0.303727201
2016,NORTH DAKOTA,ND,EMMONS,DONALD TRUMP,REPUBLICAN,1677,1981,0.84654215
2016,NORTH DAKOTA,ND,EMMONS,HILLARY CLINTON,DEMOCRAT,215,1981,0.108531045
2020,NORTH DAKOTA,ND,EMMONS,DONALD J TRUMP,REPUBLICAN,1738,2009,0.865107018
2020,NORTH DAKOTA,ND,EMMONS,JOSEPH R BIDEN JR,DEMOCRAT,237,2009,0.117969139
2016,NORTH DAKOTA,ND,FOSTER,DONALD TRUMP,REPUBLICAN,1241,1719,0.721931355
2016,NORTH DAKOTA,ND,FOSTER,HILLARY CLINTON,DEMOCRAT,347,1719,0.201861547
2020,NORTH DAKOTA,ND,FOSTER,DONALD J TRUMP,REPUBLICAN,1362,1778,0.766029246
2020,NORTH DAKOTA,ND,FOSTER,JOSEPH R BIDEN JR,DEMOCRAT,373,1778,0.209786277
2016,NORTH DAKOTA,ND,GOLDEN VALLEY,DONALD TRUMP,REPUBLICAN,796,957,0.831765935
2016,NORTH DAKOTA,ND,GOLDEN VALLEY,HILLARY CLINTON,DEMOCRAT,99,957,0.103448276
2020,NORTH DAKOTA,ND,GOLDEN VALLEY,DONALD J TRUMP,REPUBLICAN,871,1026,0.848927875
2020,NORTH DAKOTA,ND,GOLDEN VALLEY,JOSEPH R BIDEN JR,DEMOCRAT,137,1026,0.133528265
2016,NORTH DAKOTA,ND,GRAND FORKS,DONALD TRUMP,REPUBLICAN,16340,30365,0.538119546
2016,NORTH DAKOTA,ND,GRAND FORKS,HILLARY CLINTON,DEMOCRAT,10851,30365,0.357352215
2020,NORTH DAKOTA,ND,GRAND FORKS,DONALD J TRUMP,REPUBLICAN,16987,30970,0.548498547
2020,NORTH DAKOTA,ND,GRAND FORKS,JOSEPH R BIDEN JR,DEMOCRAT,12880,30970,0.415886342
2016,NORTH DAKOTA,ND,GRANT,DONALD TRUMP,REPUBLICAN,1108,1381,0.802317161
2016,NORTH DAKOTA,ND,GRANT,HILLARY CLINTON,DEMOCRAT,185,1381,0.133960898
2020,NORTH DAKOTA,ND,GRANT,DONALD J TRUMP,REPUBLICAN,1145,1381,0.829109341
2020,NORTH DAKOTA,ND,GRANT,JOSEPH R BIDEN JR,DEMOCRAT,207,1381,0.149891383
2016,NORTH DAKOTA,ND,GRIGGS,DONALD TRUMP,REPUBLICAN,847,1265,0.669565217
2016,NORTH DAKOTA,ND,GRIGGS,HILLARY CLINTON,DEMOCRAT,298,1265,0.235573123
2020,NORTH DAKOTA,ND,GRIGGS,DONALD J TRUMP,REPUBLICAN,907,1250,0.7256
2020,NORTH DAKOTA,ND,GRIGGS,JOSEPH R BIDEN JR,DEMOCRAT,308,1250,0.2464
2016,NORTH DAKOTA,ND,HETTINGER,DONALD TRUMP,REPUBLICAN,1050,1296,0.810185185
2016,NORTH DAKOTA,ND,HETTINGER,HILLARY CLINTON,DEMOCRAT,168,1296,0.12962963
2020,NORTH DAKOTA,ND,HETTINGER,DONALD J TRUMP,REPUBLICAN,1091,1312,0.831554878
2020,NORTH DAKOTA,ND,HETTINGER,JOSEPH R BIDEN JR,DEMOCRAT,196,1312,0.149390244
2016,NORTH DAKOTA,ND,KIDDER,DONALD TRUMP,REPUBLICAN,1111,1376,0.807412791
2016,NORTH DAKOTA,ND,KIDDER,HILLARY CLINTON,DEMOCRAT,179,1376,0.130087209
2020,NORTH DAKOTA,ND,KIDDER,DONALD J TRUMP,REPUBLICAN,1215,1460,0.832191781
2020,NORTH DAKOTA,ND,KIDDER,JOSEPH R BIDEN JR,DEMOCRAT,221,1460,0.151369863
2016,NORTH DAKOTA,ND,LAMOURE,DONALD TRUMP,REPUBLICAN,1481,2151,0.688516969
2016,NORTH DAKOTA,ND,LAMOURE,HILLARY CLINTON,DEMOCRAT,502,2151,0.233379823
2020,NORTH DAKOTA,ND,LAMOURE,DONALD J TRUMP,REPUBLICAN,1645,2219,0.741324921
2020,NORTH DAKOTA,ND,LAMOURE,JOSEPH R BIDEN JR,DEMOCRAT,527,2219,0.237494367
2016,NORTH DAKOTA,ND,LOGAN,DONALD TRUMP,REPUBLICAN,888,1067,0.832239925
2016,NORTH DAKOTA,ND,LOGAN,HILLARY CLINTON,DEMOCRAT,114,1067,0.106841612
2020,NORTH DAKOTA,ND,LOGAN,DONALD J TRUMP,REPUBLICAN,930,1076,0.864312268
2020,NORTH DAKOTA,ND,LOGAN,JOSEPH R BIDEN JR,DEMOCRAT,128,1076,0.118959108
2016,NORTH DAKOTA,ND,MCHENRY,DONALD TRUMP,REPUBLICAN,2050,2820,0.726950355
2016,NORTH DAKOTA,ND,MCHENRY,HILLARY CLINTON,DEMOCRAT,490,2820,0.173758865
2020,NORTH DAKOTA,ND,MCHENRY,DONALD J TRUMP,REPUBLICAN,2364,3003,0.787212787
2020,NORTH DAKOTA,ND,MCHENRY,JOSEPH R BIDEN JR,DEMOCRAT,564,3003,0.187812188
2016,NORTH DAKOTA,ND,MCINTOSH,DONALD TRUMP,REPUBLICAN,1100,1446,0.760719225
2016,NORTH DAKOTA,ND,MCINTOSH,HILLARY CLINTON,DEMOCRAT,235,1446,0.162517289
2020,NORTH DAKOTA,ND,MCINTOSH,DONALD J TRUMP,REPUBLICAN,1153,1455,0.792439863
2020,NORTH DAKOTA,ND,MCINTOSH,JOSEPH R BIDEN JR,DEMOCRAT,261,1455,0.179381443
2016,NORTH DAKOTA,ND,MCKENZIE,DONALD TRUMP,REPUBLICAN,3670,4672,0.785530822
2016,NORTH DAKOTA,ND,MCKENZIE,HILLARY CLINTON,DEMOCRAT,698,4672,0.149400685
2020,NORTH DAKOTA,ND,MCKENZIE,DONALD J TRUMP,REPUBLICAN,4482,5419,0.827089869
2020,NORTH DAKOTA,ND,MCKENZIE,JOSEPH R BIDEN JR,DEMOCRAT,814,5419,0.150212216
2016,NORTH DAKOTA,ND,MCLEAN,DONALD TRUMP,REPUBLICAN,3860,5315,0.726246472
2016,NORTH DAKOTA,ND,MCLEAN,HILLARY CLINTON,DEMOCRAT,1081,5315,0.203386642
2020,NORTH DAKOTA,ND,MCLEAN,DONALD J TRUMP,REPUBLICAN,4198,5536,0.758309249
2020,NORTH DAKOTA,ND,MCLEAN,JOSEPH R BIDEN JR,DEMOCRAT,1230,5536,0.222182081
2016,NORTH DAKOTA,ND,MERCER,DONALD TRUMP,REPUBLICAN,3759,4682,0.802862025
2016,NORTH DAKOTA,ND,MERCER,HILLARY CLINTON,DEMOCRAT,621,4682,0.132635626
2020,NORTH DAKOTA,ND,MERCER,DONALD J TRUMP,REPUBLICAN,3856,4675,0.824812834
2020,NORTH DAKOTA,ND,MERCER,JOSEPH R BIDEN JR,DEMOCRAT,704,4675,0.150588235
2016,NORTH DAKOTA,ND,MORTON,DONALD TRUMP,REPUBLICAN,11336,15832,0.716018191
2016,NORTH DAKOTA,ND,MORTON,HILLARY CLINTON,DEMOCRAT,3080,15832,0.194542698
2020,NORTH DAKOTA,ND,MORTON,DONALD J TRUMP,REPUBLICAN,12243,16619,0.736686925
2020,NORTH DAKOTA,ND,MORTON,JOSEPH R BIDEN JR,DEMOCRAT,3872,16619,0.232986341
2016,NORTH DAKOTA,ND,MOUNTRAIL,DONALD TRUMP,REPUBLICAN,2582,4106,0.62883585
2016,NORTH DAKOTA,ND,MOUNTRAIL,HILLARY CLINTON,DEMOCRAT,1220,4106,0.297126157
2020,NORTH DAKOTA,ND,MOUNTRAIL,DONALD J TRUMP,REPUBLICAN,2824,4165,0.678031212
2020,NORTH DAKOTA,ND,MOUNTRAIL,JOSEPH R BIDEN JR,DEMOCRAT,1256,4165,0.301560624
2016,NORTH DAKOTA,ND,NELSON,DONALD TRUMP,REPUBLICAN,1025,1717,0.596971462
2016,NORTH DAKOTA,ND,NELSON,HILLARY CLINTON,DEMOCRAT,536,1717,0.312172394
2020,NORTH DAKOTA,ND,NELSON,DONALD J TRUMP,REPUBLICAN,1141,1777,0.642093416
2020,NORTH DAKOTA,ND,NELSON,JOSEPH R BIDEN JR,DEMOCRAT,586,1777,0.329769274
2016,NORTH DAKOTA,ND,OLIVER,DONALD TRUMP,REPUBLICAN,830,1017,0.81612586
2016,NORTH DAKOTA,ND,OLIVER,HILLARY CLINTON,DEMOCRAT,119,1017,0.117010816
2020,NORTH DAKOTA,ND,OLIVER,DONALD J TRUMP,REPUBLICAN,918,1066,0.861163227
2020,NORTH DAKOTA,ND,OLIVER,JOSEPH R BIDEN JR,DEMOCRAT,129,1066,0.121013133
2016,NORTH DAKOTA,ND,PEMBINA,DONALD TRUMP,REPUBLICAN,2208,3153,0.700285442
2016,NORTH DAKOTA,ND,PEMBINA,HILLARY CLINTON,DEMOCRAT,681,3153,0.215984776
2020,NORTH DAKOTA,ND,PEMBINA,DONALD J TRUMP,REPUBLICAN,2460,3331,0.738516962
2020,NORTH DAKOTA,ND,PEMBINA,JOSEPH R BIDEN JR,DEMOCRAT,786,3331,0.235965176
2016,NORTH DAKOTA,ND,PIERCE,DONALD TRUMP,REPUBLICAN,1437,2071,0.693867697
2016,NORTH DAKOTA,ND,PIERCE,HILLARY CLINTON,DEMOCRAT,431,2071,0.208112023
2020,NORTH DAKOTA,ND,PIERCE,DONALD J TRUMP,REPUBLICAN,1585,2128,0.744830827
2020,NORTH DAKOTA,ND,PIERCE,JOSEPH R BIDEN JR,DEMOCRAT,497,2128,0.233552632
2016,NORTH DAKOTA,ND,RAMSEY,DONALD TRUMP,REPUBLICAN,3217,5305,0.606409048
2016,NORTH DAKOTA,ND,RAMSEY,HILLARY CLINTON,DEMOCRAT,1505,5305,0.283694628
2020,NORTH DAKOTA,ND,RAMSEY,DONALD J TRUMP,REPUBLICAN,3577,5372,0.665860015
2020,NORTH DAKOTA,ND,RAMSEY,JOSEPH R BIDEN JR,DEMOCRAT,1639,5372,0.305100521
2016,NORTH DAKOTA,ND,RANSOM,DONALD TRUMP,REPUBLICAN,1210,2359,0.512929207
2016,NORTH DAKOTA,ND,RANSOM,HILLARY CLINTON,DEMOCRAT,838,2359,0.355235269
2020,NORTH DAKOTA,ND,RANSOM,DONALD J TRUMP,REPUBLICAN,1418,2454,0.577832111
2020,NORTH DAKOTA,ND,RANSOM,JOSEPH R BIDEN JR,DEMOCRAT,945,2454,0.385085575
2016,NORTH DAKOTA,ND,RENVILLE,DONALD TRUMP,REPUBLICAN,993,1293,0.767981439
2016,NORTH DAKOTA,ND,RENVILLE,HILLARY CLINTON,DEMOCRAT,201,1293,0.155452436
2020,NORTH DAKOTA,ND,RENVILLE,DONALD J TRUMP,REPUBLICAN,1065,1319,0.807429871
2020,NORTH DAKOTA,ND,RENVILLE,JOSEPH R BIDEN JR,DEMOCRAT,220,1319,0.166793025
2016,NORTH DAKOTA,ND,RICHLAND,DONALD TRUMP,REPUBLICAN,4767,7592,0.627897787
2016,NORTH DAKOTA,ND,RICHLAND,HILLARY CLINTON,DEMOCRAT,2064,7592,0.271865121
2020,NORTH DAKOTA,ND,RICHLAND,DONALD J TRUMP,REPUBLICAN,5072,7812,0.649257552
2020,NORTH DAKOTA,ND,RICHLAND,JOSEPH R BIDEN JR,DEMOCRAT,2510,7812,0.321300563
2016,NORTH DAKOTA,ND,ROLETTE,DONALD TRUMP,REPUBLICAN,1217,3755,0.324101198
2016,NORTH DAKOTA,ND,ROLETTE,HILLARY CLINTON,DEMOCRAT,2099,3755,0.558988016
2020,NORTH DAKOTA,ND,ROLETTE,DONALD J TRUMP,REPUBLICAN,1257,3804,0.33044164
2020,NORTH DAKOTA,ND,ROLETTE,JOSEPH R BIDEN JR,DEMOCRAT,2482,3804,0.652471083
